NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	315134	315784	SGL_RS03340	sll1186	Uma2 family endonuclease	-
NC_000911.1	CDS	315882	316904	SGL_RS03345	sll1185	coproporphyrinogen III oxidase	-
NC_000911.1	CDS	317127	317849	SGL_RS03350	sll1184	Heme oxygenase 1	-
NC_000911.1	CDS	317984	318571	SGL_RS03355	slr1307	hypothetical protein	+
NC_000911.1	CDS	318661	318897	SGL_RS03360	ssr1604	50S ribosomal protein L28	+
NC_000911.1	CDS	319096	320529	SGL_RS03365	slr0962	hypothetical protein	+
NC_000911.1	tRNA	320582	320655	SGL_RS03370	ST6803t04	tRNA-Pro	+
NC_000911.1	CDS	320785	321447	SGL_RS03375	sll0943	hypothetical protein	-
NC_000911.1	CDS	321699	323606	SGL_RS03380	slr0963	sulfite reductase	+
NC_000911.1	CDS	323805	324731	SGL_RS03385	slr0964	FTR1 family protein	+
NC_000911.1	CDS	324831	326006	SGL_RS03390	slr0965	DNA polymerase III subunit beta	+
NC_000911.1	CDS	326150	326944	SGL_RS03395	slr0966	tryptophan synthase subunit alpha	+
NC_000911.1	CDS	327100	327552	SGL_RS03400	slr0967	pentapeptide repeat-containing protein	+
NC_000911.1	CDS	327604	327981	SGL_RS03405	sll0939	DUF1622 domain-containing protein	-
NC_000911.1	CDS	328006	329181	SGL_RS03410	sll0938	pyridoxal phosphate-dependent aminotransferase	-
NC_000911.1	CDS	329222	329521	SGL_RS03415	ssl1792	SH3 domain-containing protein	-
NC_000911.1	CDS	329555	331060	SGL_RS03420	sll0936	UbiD family decarboxylase	-
NC_000911.1	CDS	331144	333027	SGL_RS03425	slr0969	precorrin-3B C(17)-methyltransferase	+
NC_000911.1	CDS	333130	334485	SGL_RS03430	slr0971	DUF4335 domain-containing protein	+
NC_000911.1	CDS	334568	335623	SGL_RS03435	sll0934	3-deoxy-7-phosphoheptulonate synthase	-
NC_000911.1	CDS	335819	336295	SGL_RS03440	sll0933	DUF3464 domain-containing protein	-
NC_000911.1	CDS	336313	336582	SGL_RS03445	ssl1784	30S ribosomal protein S15	-
NC_000911.1	CDS	336747	337760	SGL_RS03450	sll0932	permease	-
NC_000911.1	CDS	337861	338331	SGL_RS03455	sll0931	hypothetical protein	-
NC_000911.1	CDS	338503	339096	SGL_RS03460	sll0930	hypothetical protein	-
NC_000911.1	CDS	339140	339625	SGL_RS03465	sll0928	allophycocyanin subunit alpha-B	-
NC_000911.1	CDS	339737	340999	SGL_RS03470	sll0927	methionine adenosyltransferase	-
NC_000911.1	CDS	341135	342139	SGL_RS03475	sll0926	tRNA dihydrouridine(20/20a) synthase DusA	-
NC_000911.1	CDS	342151	342759	SGL_RS03480	sll0925	Uma2 family endonuclease	-
NC_000911.1	CDS	343026	343559	SGL_RS03485	slr0974	translation initiation factor IF-3	+
NC_000911.1	CDS	343863	344720	SGL_RS03490	slr0975	hypothetical protein	+
NC_000911.1	CDS	344744	345298	SGL_RS03495	sll0924	hypothetical protein	-
NC_000911.1	tRNA	345398	345470	SGL_RS03500	ST6803t05	tRNA-Val	+
NC_000911.1	CDS	345536	347806	SGL_RS03505	sll0923	multidrug MFS transporter	-
NC_000911.1	CDS	348384	348734	SGL_RS03510	sll0922	hypothetical protein	-
NC_000911.1	CDS	348701	349429	SGL_RS03515	slr0976	Uma2 family endonuclease	+
NC_000911.1	CDS	349468	350298	SGL_RS03520	slr0977	ABC transporter permease	+
NC_000911.1	CDS	350509	350916	SGL_RS03525	slr0978	hypothetical protein	+
NC_000911.1	CDS	351036	351467	SGL_RS03530	slr0980	DUF29 domain-containing protein	+
NC_000911.1	CDS	351538	352101	SGL_RS03535	slr0981	Uma2 family endonuclease	+
NC_000911.1	CDS	352263	353555	SGL_RS03540	slr0982	ABC transporter ATP-binding protein	+
NC_000911.1	CDS	353552	354322	SGL_RS03545	slr0983	glucose-1-phosphate cytidylyltransferase	+
NC_000911.1	CDS	354323	355405	SGL_RS03550	slr0984	CDP-glucose 4,6-dehydratase	+
NC_000911.1	CDS	355424	355993	SGL_RS03555	slr0985	dTDP-4-keto-6-deoxy-D-glucose epimerase	+
NC_000911.1	CDS	355909	357210	SGL_RS03560	slr1610	class I SAM-dependent methyltransferase	+
NC_000911.1	CDS	357245	357697	SGL_RS03565	slr1611	DUF29 domain-containing protein	+
NC_000911.1	CDS	357748	358608	SGL_RS03570	slr1612	hypothetical protein	+
NC_000911.1	CDS	358760	359350	SGL_RS03575	slr1613	Uma2 family endonuclease	+
NC_000911.1	pseudoCDS	359406	359663	SGL_RS18665	SGL_RS18665	transcriptional regulator	+
NC_000911.1	CDS	359668	359973	SGL_RS03580	slr1614	DUF2442 domain-containing protein	+
NC_000911.1	CDS	360030	361166	SGL_RS03585	slr1615	aminotransferase class V-fold PLP-dependent	+
NC_000911.1	CDS	361163	362188	SGL_RS03590	slr1616	carbamoyl phosphate synthase large subunit	+
NC_000911.1	CDS	362185	363420	SGL_RS03595	slr1617	NAD(P)-dependent oxidoreductase	+
NC_000911.1	CDS	363433	364218	SGL_RS03600	slr1618	class I SAM-dependent methyltransferase	+
NC_000911.1	CDS	364247	364996	SGL_RS03605	slr1619	cephalosporin hydroxylase	+
NC_000911.1	CDS	365077	365283	SGL_RS03610	SGL_RS03610	hypothetical protein	+
NC_000911.1	CDS	365274	365621	SGL_RS03615	slr1062	type II toxin-antitoxin system PemK/MazF family	+
NC_000911.1	CDS	365716	367785	SGL_RS03620	slr1063	hypothetical protein	+
NC_000911.1	CDS	367807	368910	SGL_RS03625	slr1064	glycosyltransferase family 1 protein	+
NC_000911.1	CDS	369149	370219	SGL_RS03630	slr1065	glycosyltransferase	+
NC_000911.1	CDS	370285	371490	SGL_RS03635	slr1066	glycosyltransferase family 1 protein	+
NC_000911.1	CDS	371487	372509	SGL_RS03640	slr1067	UDP-glucose 4-epimerase GalE	+
NC_000911.1	CDS	372811	373167	SGL_RS03645	slr1068	hypothetical protein	+
NC_000911.1	CDS	373210	373644	SGL_RS03650	slr1069	FkbM family methyltransferase	+
NC_000911.1	CDS	373654	374511	SGL_RS03655	slr1070	glycosyltransferase family 2 protein	+
NC_000911.1	CDS	374646	375452	SGL_RS03660	slr1071	methyltransferase domain-containing protein	+
NC_000911.1	CDS	375470	376432	SGL_RS03665	slr1072	GDP-mannose 4,6 dehydratase	+
NC_000911.1	CDS	376485	377639	SGL_RS03670	slr1073	glycosyltransferase family 1 protein	+
NC_000911.1	CDS	377620	378951	SGL_RS03675	slr1074	hypothetical protein	+
NC_000911.1	CDS	379065	379913	SGL_RS18670	SGL_RS18670	IS630 family transposase	+
NC_000911.1	CDS	380030	381175	SGL_RS03685	slr1076	glycosyltransferase family 4 protein	+
NC_000911.1	CDS	381177	382337	SGL_RS03690	slr1077	hypothetical protein	+
NC_000911.1	CDS	382392	382646	SGL_RS03695	ssr1765	type II toxin-antitoxin system HicB family	+
NC_000911.1	CDS	382643	382873	SGL_RS03700	ssr1766	type II toxin-antitoxin system HicA family	+
NC_000911.1	CDS	382949	383266	SGL_RS03705	slr1078	UDP-glucose 4-epimerase	+
NC_000911.1	CDS	383300	383794	SGL_RS18675	SGL_RS18675	hypothetical protein	+
NC_000911.1	CDS	383817	384053	SGL_RS03715	SGL_RS03715	hypothetical protein	+
NC_000911.1	CDS	384050	384247	SGL_RS03720	ssr1768	DUF2283 domain-containing protein	+
NC_000911.1	CDS	384343	384975	SGL_RS03725	slr1081	Uma2 family endonuclease	+
NC_000911.1	CDS	384980	385390	SGL_RS03730	slr1082	hypothetical protein	+
NC_000911.1	CDS	385467	386012	SGL_RS03735	slr1083	Uma2 family endonuclease	+
NC_000911.1	CDS	386177	386617	SGL_RS03740	slr1084	hypothetical protein	+
NC_000911.1	CDS	386681	387955	SGL_RS03745	slr1085	glycosyltransferase WbuB	+
NC_000911.1	CDS	388116	389201	SGL_RS03750	slr1087	hypothetical protein	+
NC_000911.1	CDS	389175	390353	SGL_RS03755	sll1025	FAD-binding oxidoreductase	-
NC_000911.1	CDS	390353	390634	SGL_RS03760	ssl1972	hypothetical protein	-
NC_000911.1	CDS	390905	391789	SGL_RS03765	sll1024	hypothetical protein	-
NC_000911.1	CDS	391899	393104	SGL_RS03770	sll1023	succinate--CoA ligase subunit beta	-
NC_000911.1	CDS	393121	393849	SGL_RS03775	sll1022	membrane protein	-
NC_000911.1	CDS	393996	396017	SGL_RS03780	sll1021	flotillin family protein	-
NC_000911.1	CDS	396057	396941	SGL_RS03785	sll1020	glycosyltransferase family 2 protein	-
NC_000911.1	CDS	397037	398143	SGL_RS03790	slr1090	GTPase ObgE	+
NC_000911.1	CDS	398441	399214	SGL_RS03800	sll1019	hydroxyacylglutathione hydrolase	-
NC_000911.1	CDS	399275	400600	SGL_RS03805	sll1018	dihydroorotase	-
NC_000911.1	CDS	400720	402048	SGL_RS03810	sll1017	ammonium transporter	-
NC_000911.1	CDS	402290	403432	SGL_RS03815	slr1400	hybrid sensor histidine kinase/response	+
NC_000911.1	CDS	403552	404427	SGL_RS03820	slr0670	universal stress protein	+
NC_000911.1	CDS	404545	410184	SGL_RS03825	sll0656	nuclease	-
NC_000911.1	CDS	410315	414544	SGL_RS03830	sll0654	alkaline phosphatase	-
NC_000911.1	CDS	414537	414731	SGL_RS03835	SGL_RS03835	hypothetical protein	+
NC_000911.1	CDS	414871	415404	SGL_RS03840	slr0676	adenylyl-sulfate kinase	+
NC_000911.1	CDS	415562	416245	SGL_RS03845	slr0677	biopolymer transporter ExbB	+
NC_000911.1	CDS	416356	417165	SGL_RS03850	slr0678	biopolymer transporter ExbD	+
NC_000911.1	CDS	417201	418541	SGL_RS03855	slr0679	16S rRNA m5C967 methyltransferase	+
NC_000911.1	CDS	418963	420264	SGL_RS03865	slr0681	sodium:calcium antiporter	+
NC_000911.1	CDS	420502	421731	SGL_RS03870	slr0682	histidinol dehydrogenase	+
NC_000911.1	pseudoCDS	421765	422612	SGL_RS18680	SGL_RS18680	IS630 family transposase	-
NC_000911.1	CDS	422772	423509	SGL_RS03885	sll0649	DNA-binding response regulator	-
NC_000911.1	CDS	423490	424566	SGL_RS03890	sll0648	undecaprenyl/decaprenyl-phosphate	-
NC_000911.1	CDS	424694	425464	SGL_RS03895	sll0647	MBL fold hydrolase	-
NC_000911.1	CDS	425468	427738	SGL_RS03900	sll0646	adenylate/guanylate cyclase domain-containing	-
NC_000911.1	CDS	427777	428544	SGL_RS03905	sll0645	DUF928 domain-containing protein	-
NC_000911.1	CDS	428619	429614	SGL_RS03910	sll0644	alpha/beta hydrolase	-
NC_000911.1	CDS	429810	430169	SGL_RS03915	slr0686	DUF4870 domain-containing protein	+
NC_000911.1	CDS	430424	431044	SGL_RS03920	sll0643	urease accessory protein UreG	-
NC_000911.1	CDS	431350	432795	SGL_RS03925	slr0687	diguanylate cyclase	+
NC_000911.1	CDS	432779	434308	SGL_RS03930	sll0641	hypothetical protein	-
NC_000911.1	CDS	434320	436158	SGL_RS03935	sll0640	SLC13 family permease	-
NC_000911.1	CDS	436234	437265	SGL_RS03940	slr0688	polysaccharide pyruvyl transferase CsaB	+
NC_000911.1	CDS	437705	437908	SGL_RS03945	ssr1155	DUF2949 domain-containing protein	+
NC_000911.1	CDS	437922	439118	SGL_RS03950	slr0689	hypothetical protein	+
NC_000911.1	CDS	439184	440437	SGL_RS03955	sll0639	bifunctional oligoribonuclease/PAP phosphatase	-
NC_000911.1	CDS	440610	441986	SGL_RS03960	sll0638	CHAT domain-containing protein	-
NC_000911.1	CDS	442164	443933	SGL_RS03965	slr0692	hypothetical protein	+
NC_000911.1	CDS	443913	444944	SGL_RS03970	sll0635	thiamine phosphate synthase	-
NC_000911.1	CDS	445061	445924	SGL_RS03975	sll0634	photosystem I biogenesis protein BtpA	-
NC_000911.1	tRNA	446106	446179	SGL_RS03980	ST6803t06	tRNA-Arg	+
NC_000911.1	CDS	446230	446751	SGL_RS03985	slr0695	hypothetical protein	+
NC_000911.1	CDS	446807	447694	SGL_RS03990	slr1590	hypothetical protein	+
NC_000911.1	CDS	447831	448979	SGL_RS03995	slr1591	hypothetical protein	+
NC_000911.1	CDS	449166	450041	SGL_RS04000	slr1592	RNA pseudouridine synthase	+
NC_000911.1	CDS	450740	451651	SGL_RS04005	slr1593	EAL domain-containing protein	+
NC_000911.1	CDS	451735	452922	SGL_RS04010	slr1594	response regulator	+
NC_000911.1	CDS	453214	454446	SGL_RS04015	slr1595	Na+/H+ antiporter NhaS4	+
NC_000911.1	CDS	454712	456586	SGL_RS04020	sll1516	hypothetical protein	-
NC_000911.1	CDS	456975	458297	SGL_RS04025	slr1596	proton extrusion protein PcxA	+
NC_000911.1	CDS	458408	458857	SGL_RS04030	sll1515	DUF4278 domain-containing protein	-
NC_000911.1	CDS	459200	460096	SGL_RS04035	slr1597	ParA family protein	+
NC_000911.1	CDS	460250	460690	SGL_RS04040	sll1514	Hsp20/alpha crystallin family protein	-
NC_000911.1	CDS	460692	460895	SGL_RS04045	SGL_RS04045	hypothetical protein	+
NC_000911.1	CDS	460956	461960	SGL_RS04050	sll1513	cytochrome c biogenesis protein CcsA	-
NC_000911.1	CDS	462147	462554	SGL_RS04055	sll1512	HxlR family transcriptional regulator	-
NC_000911.1	CDS	462809	463678	SGL_RS04060	slr1598	lipoyl synthase	+
NC_000911.1	CDS	463690	464307	SGL_RS04065	sll1511	hypothetical protein	-
NC_000911.1	CDS	464437	465177	SGL_RS04070	sll1510	sterol desaturase family protein	-
NC_000911.1	CDS	465232	465561	SGL_RS04075	sll1509	Ycf20-like protein	-
NC_000911.1	CDS	465774	466493	SGL_RS04080	slr1599	hypothetical protein	+
NC_000911.1	CDS	466588	467037	SGL_RS04085	slr1600	hypothetical protein	+
NC_000911.1	CDS	467201	467296	SGL_RS04090	smr0005	photosystem I reaction center subunit XII	+
NC_000911.1	CDS	467436	467813	SGL_RS04095	slr1601	hypothetical protein	+
NC_000911.1	CDS	467836	468666	SGL_RS04100	sll1508	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine	-
NC_000911.1	CDS	469001	469546	SGL_RS04105	sll1507	alpha/beta hydrolase	-
NC_000911.1	CDS	469592	470914	SGL_RS04110	slr1603	hypothetical protein	+
NC_000911.1	CDS	471080	472930	SGL_RS04115	slr1604	ATP-dependent zinc metalloprotease FtsH 3	+
NC_000911.1	pseudoCDS	473088	473675	SGL_RS04120	SGL_RS04120	IS5/IS1182 family transposase	+
NC_000911.1	CDS	473953	474204	SGL_RS04125	ssl2923	type II toxin-antitoxin system VapC family	-
NC_000911.1	CDS	474205	474432	SGL_RS04130	ssl2922	virulence factor	-
NC_000911.1	CDS	474511	474792	SGL_RS04135	SGL_RS04135	type II toxin-antitoxin system mRNA interferase	-
NC_000911.1	CDS	474789	475007	SGL_RS04140	ssl2920	hypothetical protein	-
NC_000911.1	CDS	475110	475445	SGL_RS04145	sll1505	DUF86 domain-containing protein	-
NC_000911.1	CDS	475435	475743	SGL_RS04150	sll1504	hypothetical protein	-
NC_000911.1	CDS	475873	477399	SGL_RS04155	sll1503	hypothetical protein	-
NC_000911.1	CDS	477668	482320	SGL_RS04160	sll1502	glutamate synthase	-
NC_000911.1	pseudoCDS	482542	483199	SGL_RS18685	SGL_RS18685	hypothetical protein	+
NC_000911.1	CDS	483326	484564	SGL_RS04175	slr1608	PQQ-dependent sugar dehydrogenase	+
NC_000911.1	CDS	484799	486247	SGL_RS04180	sll1501	cobyrinic acid a,c-diamide synthase	-
NC_000911.1	CDS	486244	487353	SGL_RS04185	sll1500	TIGR00303 family protein	-
NC_000911.1	CDS	487467	489377	SGL_RS04190	slr1609	long-chain fatty acid--CoA ligase	+
NC_000911.1	CDS	489722	490888	SGL_RS04195	slr1041	response regulator	+
NC_000911.1	CDS	491084	491449	SGL_RS04200	slr1042	response regulator	+
NC_000911.1	CDS	491508	492059	SGL_RS04205	slr1043	hypothetical protein	+
NC_000911.1	CDS	492130	494739	SGL_RS04210	slr1044	chemotaxis protein	+
NC_000911.1	CDS	494828	495619	SGL_RS04215	slr1045	ABC transporter permease	+
NC_000911.1	CDS	495749	496006	SGL_RS04220	slr1046	twin-arginine translocase TatA/TatE family	+
NC_000911.1	CDS	496450	497844	SGL_RS04225	slr1047	sensor domain-containing diguanylate cyclase	+
NC_000911.1	CDS	498076	501096	SGL_RS04230	slr1048	exonuclease subunit SbcC	+
NC_000911.1	CDS	501178	501990	SGL_RS04235	sll1011	hypothetical protein	-
NC_000911.1	CDS	502042	502215	SGL_RS04240	ssr1736	50S ribosomal protein L32	+
NC_000911.1	CDS	502314	503747	SGL_RS04245	slr1050	phospholipid carrier-dependent	+
NC_000911.1	CDS	503943	504719	SGL_RS04250	slr1051	enoyl-[acyl-carrier-protein] reductase FabI	+
NC_000911.1	CDS	504755	505267	SGL_RS04255	slr1052	hypothetical protein	+
NC_000911.1	CDS	505356	506159	SGL_RS04260	slr1053	DUF2993 domain-containing protein	+
NC_000911.1	CDS	506252	508027	SGL_RS04265	sll1009	calcium-binding protein	-
NC_000911.1	CDS	508260	508484	SGL_RS04270	SGL_RS04270	hypothetical protein	+
NC_000911.1	CDS	508515	512510	SGL_RS04275	slr1055	magnesium chelatase subunit H	+
NC_000911.1	CDS	512615	514633	SGL_RS04280	slr1056	hypothetical protein	+
NC_000911.1	CDS	514847	515944	SGL_RS04285	sll1006	hypothetical protein	-
NC_000911.1	CDS	516088	516897	SGL_RS04290	sll1005	nucleoside triphosphate pyrophosphohydrolase	-
NC_000911.1	CDS	517027	518211	SGL_RS04295	sll1004	glycosyl transferase	-
NC_000911.1	CDS	518287	520272	SGL_RS04300	sll1003	PAS domain-containing sensor histidine kinase	-
NC_000911.1	CDS	520682	520846	SGL_RS18690	SGL_RS18690	DUF4351 domain-containing protein	-
NC_000911.1	pseudoCDS	520889	521357	SGL_RS18695	SGL_RS18695	hypothetical protein	-
NC_000911.1	CDS	521483	522853	SGL_RS04310	sll1002	MCE family protein	-
NC_000911.1	CDS	523016	523798	SGL_RS04315	sll1001	ABC transporter ATP-binding protein	-
NC_000911.1	CDS	523821	524093	SGL_RS04320	ssl1918	hypothetical protein	-
NC_000911.1	CDS	524346	529595	SGL_RS04325	slr1753	CHAT domain-containing protein	+
NC_000911.1	CDS	529735	530688	SGL_RS04330	slr1755	glycerol-3-phosphate dehydrogenase (NAD(P)(+))	+
NC_000911.1	CDS	530717	531235	SGL_RS04335	sll1647	N-acetyltransferase	-
NC_000911.1	CDS	531446	532867	SGL_RS04340	slr1756	type I glutamate--ammonia ligase	+
NC_000911.1	CDS	533086	537474	SGL_RS04345	slr1759	PAS domain S-box protein	+
NC_000911.1	CDS	537471	538418	SGL_RS04350	slr1760	diguanylate cyclase response regulator	+
NC_000911.1	CDS	538415	539020	SGL_RS04355	slr1761	FKBP-type peptidyl-prolyl cis-trans isomerase	+
NC_000911.1	CDS	539288	539854	SGL_RS04360	sll1643	5-formyltetrahydrofolate cyclo-ligase	-
NC_000911.1	CDS	540062	540763	SGL_RS04365	slr1762	HAD family hydrolase	+
NC_000911.1	CDS	540863	542065	SGL_RS04370	slr1763	class I SAM-dependent methyltransferase	+
NC_000911.1	CDS	542105	542596	SGL_RS04375	sll1642	hypothetical protein	-
NC_000911.1	CDS	542803	543342	SGL_RS04380	slr1764	hypothetical protein	+
NC_000911.1	CDS	543468	544871	SGL_RS04385	sll1641	glutamate decarboxylase	-
NC_000911.1	CDS	545029	545253	SGL_RS04390	ssr2962	DUF433 domain-containing protein	+
NC_000911.1	CDS	545250	545588	SGL_RS04395	slr1767	hypothetical protein	+
NC_000911.1	CDS	545591	546556	SGL_RS04400	sll1640	nitrilase	-
NC_000911.1	CDS	546553	547365	SGL_RS04405	sll1639	urease accessory protein	-
NC_000911.1	CDS	547425	547874	SGL_RS04410	sll1638	photosystem II protein PsbQ	-
NC_000911.1	CDS	548236	549132	SGL_RS04415	slr1768	prohibitin family protein	+
NC_000911.1	CDS	549129	549701	SGL_RS04420	sll1636	gamma carbonic anhydrase family protein	-
NC_000911.1	CDS	549994	550329	SGL_RS04425	slr1770	hypothetical protein	+
NC_000911.1	CDS	550563	552170	SGL_RS04430	slr1771	hypothetical protein	+
NC_000911.1	CDS	552220	552867	SGL_RS04435	sll1635	thymidylate synthase (FAD)	-
NC_000911.1	CDS	553065	553202	SGL_RS04440	sml0005	photosystem II reaction center protein K	-
NC_000911.1	CDS	553297	554019	SGL_RS04445	sll1752	1-acyl-sn-glycerol-3-phosphate acyltransferase	-
NC_000911.1	CDS	554289	554546	SGL_RS04450	ssr3122	BolA family transcriptional regulator	+
NC_000911.1	CDS	554727	555050	SGL_RS04455	slr1846	glutaredoxin	+
NC_000911.1	CDS	555262	555606	SGL_RS04460	slr1847	YbaB/EbfC family nucleoid-associated protein	+
NC_000911.1	CDS	555642	556946	SGL_RS04465	slr1848	histidinol dehydrogenase	+
NC_000911.1	CDS	557423	558979	SGL_RS04470	slr1849	mercuric reductase	+
NC_000911.1	CDS	559015	559350	SGL_RS04475	sll1751	hypothetical protein	-
NC_000911.1	CDS	559461	561170	SGL_RS04480	sll1750	urease subunit alpha	-
NC_000911.1	CDS	561188	561658	SGL_RS04485	sll1749	DUF29 domain-containing protein	-
NC_000911.1	CDS	561709	561963	SGL_RS04490	sll1749a	hypothetical protein	-
NC_000911.1	CDS	562557	563045	SGL_RS04495	slr1851	pentapeptide repeat-containing protein	+
NC_000911.1	CDS	563105	563290	SGL_RS04500	ssr3129	hypothetical protein	+
NC_000911.1	CDS	563448	565925	SGL_RS04505	sll1946	phospholipid carrier-dependent	-
NC_000911.1	CDS	566059	566805	SGL_RS04510	slr2032	DUF561 domain-containing protein	+
NC_000911.1	CDS	566983	568905	SGL_RS04515	sll1945	1-deoxy-D-xylulose-5-phosphate synthase	-
NC_000911.1	CDS	569141	569488	SGL_RS04520	slr2033	rubredoxin	+
NC_000911.1	CDS	569544	570572	SGL_RS04525	slr2034	photosynthesis system II assembly factor Ycf48	+
NC_000911.1	CDS	570658	570903	SGL_RS04530	ssr3451	cytochrome b559 subunit alpha	+
NC_000911.1	CDS	570940	571074	SGL_RS04535	smr0006	cytochrome b559 subunit beta	+
NC_000911.1	CDS	571084	571203	SGL_RS04540	smr0007	photosystem II reaction center protein L	+
NC_000911.1	CDS	571236	571355	SGL_RS04545	smr0008	photosystem II reaction center protein J	+
NC_000911.1	CDS	571440	572567	SGL_RS04550	slr2035	glutamate 5-kinase	+
NC_000911.1	CDS	573494	574510	SGL_RS04560	slr2036	IS4 family transposase	+
NC_000911.1	CDS	574562	575464	SGL_RS04565	slr2037	hypothetical protein	+
NC_000911.1	CDS	575477	576127	SGL_RS04570	slr2038	Uma2 family endonuclease	+
NC_000911.1	CDS	576139	576903	SGL_RS04575	sll1942	hypothetical protein	-
NC_000911.1	CDS	576934	579696	SGL_RS04580	sll1941	DNA topoisomerase 4 subunit A	-
NC_000911.1	CDS	579787	580194	SGL_RS04585	slr2041	response regulator	+
NC_000911.1	CDS	580228	581055	SGL_RS04590	slr2042	hypothetical protein	+
NC_000911.1	CDS	581052	581525	SGL_RS04595	sll1940	peptidase	-
NC_000911.1	CDS	581518	582162	SGL_RS04600	sll1939	hypothetical protein	-
NC_000911.1	CDS	582238	582477	SGL_RS04605	ssr3465	hypothetical protein	+
NC_000911.1	CDS	582481	583092	SGL_RS04610	sll1938	Uma2 family endonuclease	-
NC_000911.1	CDS	583157	583573	SGL_RS04615	sll1937	transcriptional repressor	-
NC_000911.1	CDS	583680	584696	SGL_RS04620	slr2043	ABC transporter substrate-binding protein	+
NC_000911.1	CDS	584674	585543	SGL_RS04625	slr2044	metal ABC transporter ATP-binding protein	+
NC_000911.1	CDS	585497	586342	SGL_RS04630	slr2045	metal ABC transporter permease	+
NC_000911.1	CDS	586858	587145	SGL_RS04635	ssr3467	hypothetical protein	+
NC_000911.1	CDS	587228	593125	SGL_RS04640	slr2046	cadherin	+
NC_000911.1	CDS	593257	594243	SGL_RS04645	slr2047	PhoH-like protein	+
NC_000911.1	CDS	594454	595650	SGL_RS04650	slr2048	tetratricopeptide repeat protein	+
NC_000911.1	CDS	595733	596311	SGL_RS04655	slr2049	Chromophore lyase CpcS/CpeS 2	+
NC_000911.1	CDS	596498	597247	SGL_RS04660	slr2051	phycobilisome rod-core linker polypeptide CpcG	+
NC_000911.1	CDS	597591	598487	SGL_RS04665	slr2052	hypothetical protein	+
