Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
CDS	372811	373167	SGL_RS03645	slr1068	hypothetical protein	+
CDS	373210	373644	SGL_RS03650	slr1069	FkbM family methyltransferase	+
CDS	373654	374511	SGL_RS03655	slr1070	glycosyltransferase family 2 protein	+
CDS	374646	375452	SGL_RS03660	slr1071	methyltransferase domain-containing protein	+
CDS	375470	376432	SGL_RS03665	slr1072	GDP-mannose 4,6 dehydratase	+
CDS	376485	377639	SGL_RS03670	slr1073	glycosyltransferase family 1 protein	+
CDS	377620	378951	SGL_RS03675	slr1074	hypothetical protein	+
CDS	379065	379913	SGL_RS18670	SGL_RS18670	IS630 family transposase	+
CDS	380030	381175	SGL_RS03685	slr1076	glycosyltransferase family 4 protein	+
CDS	381177	382337	SGL_RS03690	slr1077	hypothetical protein	+
CDS	382392	382646	SGL_RS03695	ssr1765	type II toxin-antitoxin system HicB family	+
CDS	382643	382873	SGL_RS03700	ssr1766	type II toxin-antitoxin system HicA family	+
CDS	382949	383266	SGL_RS03705	slr1078	UDP-glucose 4-epimerase	+
CDS	383300	383794	SGL_RS18675	SGL_RS18675	hypothetical protein	+
CDS	383817	384053	SGL_RS03715	SGL_RS03715	hypothetical protein	+
CDS	384050	384247	SGL_RS03720	ssr1768	DUF2283 domain-containing protein	+
CDS	384343	384975	SGL_RS03725	slr1081	hypothetical protein	+
CDS	384980	385390	SGL_RS03730	slr1082	hypothetical protein	+
CDS	385467	386012	SGL_RS03735	slr1083	Uma2 family endonuclease	+
CDS	386177	386617	SGL_RS03740	slr1084	hypothetical protein	+
CDS	386681	387955	SGL_RS03745	slr1085	glycosyltransferase WbuB	+
CDS	388116	389201	SGL_RS03750	slr1087	hypothetical protein	+
CDS	389175	390353	SGL_RS03755	sll1025	FAD-dependent oxidoreductase	-
CDS	390353	390634	SGL_RS03760	ssl1972	hypothetical protein	-
CDS	390905	391789	SGL_RS03765	sll1024	hypothetical protein	-
CDS	391899	393104	SGL_RS03770	sll1023	succinate--CoA ligase subunit beta	-
CDS	393121	393849	SGL_RS03775	sll1022	membrane protein	-
CDS	393996	396017	SGL_RS03780	sll1021	flotillin family protein	-
CDS	396057	396941	SGL_RS03785	sll1020	glycosyltransferase family 2 protein	-
CDS	397037	398143	SGL_RS03790	slr1090	GTPase ObgE	+
CDS	398441	399214	SGL_RS03800	sll1019	hydroxyacylglutathione hydrolase	-
CDS	399275	400600	SGL_RS03805	sll1018	dihydroorotase	-
CDS	400720	402048	SGL_RS03810	sll1017	ammonium transporter	-
CDS	402290	403432	SGL_RS03815	slr1400	hybrid sensor histidine kinase/response	+
CDS	403552	404427	SGL_RS03820	slr0670	universal stress protein	+
CDS	404545	410184	SGL_RS03825	sll0656	nuclease	-
CDS	410315	414544	SGL_RS03830	sll0654	alkaline phosphatase	-
CDS	414537	414731	SGL_RS03835	SGL_RS03835	hypothetical protein	+
CDS	414871	415404	SGL_RS03840	slr0676	adenylyl-sulfate kinase	+
CDS	415562	416245	SGL_RS03845	slr0677	biopolymer transporter ExbB	+
CDS	416356	417165	SGL_RS03850	slr0678	biopolymer transporter ExbD	+
CDS	417201	418541	SGL_RS03855	slr0679	16S rRNA m5C967 methyltransferase	+
CDS	418963	420264	SGL_RS03865	slr0681	sodium:calcium antiporter	+
CDS	420502	421731	SGL_RS03870	slr0682	histidinol dehydrogenase	+
pseudoCDS	421765	422612	SGL_RS18680	SGL_RS18680	IS630 family transposase	-
CDS	422772	423509	SGL_RS03885	sll0649	DNA-binding response regulator	-
CDS	423490	424566	SGL_RS03890	sll0648	undecaprenyl/decaprenyl-phosphate	-
CDS	424694	425464	SGL_RS03895	sll0647	MBL fold hydrolase	-
CDS	425468	427738	SGL_RS03900	sll0646	adenylate/guanylate cyclase domain-containing	-
CDS	427777	428544	SGL_RS03905	sll0645	DUF928 domain-containing protein	-
CDS	428619	429614	SGL_RS03910	sll0644	alpha/beta hydrolase	-
CDS	429810	430169	SGL_RS03915	slr0686	DUF4870 domain-containing protein	+
CDS	430424	431044	SGL_RS03920	sll0643	urease accessory protein UreG	-
CDS	431350	432795	SGL_RS03925	slr0687	diguanylate cyclase	+
CDS	432779	434308	SGL_RS03930	sll0641	hypothetical protein	-
CDS	434320	436158	SGL_RS03935	sll0640	SLC13 family permease	-
CDS	436234	437265	SGL_RS03940	slr0688	polysaccharide pyruvyl transferase CsaB	+
CDS	437705	437908	SGL_RS03945	ssr1155	DUF2949 domain-containing protein	+
CDS	437922	439118	SGL_RS03950	slr0689	hypothetical protein	+
CDS	439184	440437	SGL_RS03955	sll0639	bifunctional oligoribonuclease/PAP phosphatase	-
CDS	440610	441986	SGL_RS03960	sll0638	CHAT domain-containing protein	-
CDS	442164	443933	SGL_RS03965	slr0692	hypothetical protein	+
CDS	443913	444944	SGL_RS03970	sll0635	thiamine phosphate synthase	-
CDS	445061	445924	SGL_RS03975	sll0634	photosystem I biogenesis protein BtpA	-
tRNA	446106	446179	SGL_RS03980	ST6803t06	tRNA-Arg	+
CDS	446230	446751	SGL_RS03985	slr0695	hypothetical protein	+
CDS	446807	447694	SGL_RS03990	slr1590	hypothetical protein	+
CDS	447831	448979	SGL_RS03995	slr1591	hypothetical protein	+
CDS	449166	450041	SGL_RS04000	slr1592	RNA pseudouridine synthase	+
CDS	450740	451651	SGL_RS04005	slr1593	EAL domain-containing protein	+
CDS	451735	452922	SGL_RS04010	slr1594	response regulator	+
CDS	453214	454446	SGL_RS04015	slr1595	Na+/H+ antiporter NhaS4	+
CDS	454712	456586	SGL_RS04020	sll1516	hypothetical protein	-
CDS	456975	458297	SGL_RS04025	slr1596	proton extrusion protein PcxA	+
CDS	458408	458857	SGL_RS04030	sll1515	DUF4278 domain-containing protein	-
CDS	459200	460096	SGL_RS04035	slr1597	ParA family protein	+
CDS	460250	460690	SGL_RS04040	sll1514	Hsp20/alpha crystallin family protein	-
CDS	460692	460895	SGL_RS04045	SGL_RS04045	hypothetical protein	+
CDS	460956	461960	SGL_RS04050	sll1513	cytochrome c biogenesis protein CcsA	-
CDS	462147	462554	SGL_RS04055	sll1512	HxlR family transcriptional regulator	-
CDS	462809	463678	SGL_RS04060	slr1598	lipoyl synthase	+
CDS	463690	464307	SGL_RS04065	sll1511	hypothetical protein	-
CDS	464437	465177	SGL_RS04070	sll1510	sterol desaturase family protein	-
CDS	465232	465561	SGL_RS04075	sll1509	Ycf20-like protein	-
CDS	465774	466493	SGL_RS04080	slr1599	hypothetical protein	+
CDS	466588	467037	SGL_RS04085	slr1600	hypothetical protein	+
CDS	467201	467296	SGL_RS04090	smr0005	photosystem I reaction center subunit XII	+
CDS	467436	467813	SGL_RS04095	slr1601	hypothetical protein	+
CDS	467836	468666	SGL_RS04100	sll1508	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine	-
CDS	469001	469546	SGL_RS04105	sll1507	alpha/beta hydrolase	-
CDS	469592	470914	SGL_RS04110	slr1603	hypothetical protein	+
CDS	471080	472930	SGL_RS04115	slr1604	ATP-dependent zinc metalloprotease FtsH 3	+
pseudoCDS	473088	473675	SGL_RS04120	SGL_RS04120	IS5/IS1182 family transposase	+
CDS	473953	474204	SGL_RS04125	ssl2923	PIN domain-containing protein	-
CDS	474205	474432	SGL_RS04130	ssl2922	virulence factor	-
CDS	474511	474792	SGL_RS04135	SGL_RS04135	type II toxin-antitoxin system mRNA interferase	-
CDS	474789	475007	SGL_RS04140	ssl2920	hypothetical protein	-
CDS	475110	475445	SGL_RS04145	sll1505	DUF86 domain-containing protein	-
CDS	475435	475743	SGL_RS04150	sll1504	hypothetical protein	-
CDS	475873	477399	SGL_RS04155	sll1503	hypothetical protein	-
CDS	477668	482320	SGL_RS04160	sll1502	glutamate synthase	-
pseudoCDS	482542	483199	SGL_RS18685	SGL_RS18685	hypothetical protein	+
CDS	483326	484564	SGL_RS04175	slr1608	PQQ-dependent sugar dehydrogenase	+
CDS	484799	486247	SGL_RS04180	sll1501	cobyrinic acid a,c-diamide synthase	-
CDS	486244	487353	SGL_RS04185	sll1500	TIGR00303 family protein	-
CDS	487467	489377	SGL_RS04190	slr1609	long-chain fatty acid--CoA ligase	+
CDS	489722	490888	SGL_RS04195	slr1041	response regulator	+
CDS	491084	491449	SGL_RS04200	slr1042	response regulator	+
CDS	491508	492059	SGL_RS04205	slr1043	hypothetical protein	+
CDS	492130	494739	SGL_RS04210	slr1044	chemotaxis protein	+
CDS	494828	495619	SGL_RS04215	slr1045	ABC transporter permease	+
CDS	495749	496006	SGL_RS04220	slr1046	twin-arginine translocase TatA/TatE family	+
CDS	496450	497844	SGL_RS04225	slr1047	sensor domain-containing diguanylate cyclase	+
CDS	498076	501096	SGL_RS04230	slr1048	exonuclease subunit SbcC	+
CDS	501178	501990	SGL_RS04235	sll1011	hypothetical protein	-
CDS	502042	502215	SGL_RS04240	ssr1736	50S ribosomal protein L32	+
CDS	502314	503747	SGL_RS04245	slr1050	phospholipid carrier-dependent	+
CDS	503943	504719	SGL_RS04250	slr1051	enoyl-[acyl-carrier-protein] reductase FabI	+
CDS	504755	505267	SGL_RS04255	slr1052	hypothetical protein	+
CDS	505356	506159	SGL_RS04260	slr1053	DUF2993 domain-containing protein	+
CDS	506252	508027	SGL_RS04265	sll1009	iron-regulated protein	-
CDS	508260	508484	SGL_RS04270	SGL_RS04270	hypothetical protein	+
CDS	508515	512510	SGL_RS04275	slr1055	magnesium chelatase subunit H	+
CDS	512615	514633	SGL_RS04280	slr1056	hypothetical protein	+
CDS	514847	515944	SGL_RS04285	sll1006	hypothetical protein	-
CDS	516088	516897	SGL_RS04290	sll1005	nucleoside triphosphate pyrophosphohydrolase	-
CDS	517027	518211	SGL_RS04295	sll1004	glycosyl transferase	-
CDS	518287	520272	SGL_RS04300	sll1003	PAS domain-containing sensor histidine kinase	-
CDS	520682	520846	SGL_RS18690	SGL_RS18690	DUF4351 domain-containing protein	-
pseudoCDS	520889	521357	SGL_RS18695	SGL_RS18695	hypothetical protein	-
CDS	521483	522853	SGL_RS04310	sll1002	MCE family protein	-
CDS	523016	523798	SGL_RS04315	sll1001	ABC transporter ATP-binding protein	-
CDS	523821	524093	SGL_RS04320	ssl1918	hypothetical protein	-
CDS	524346	529595	SGL_RS04325	slr1753	hypothetical protein	+
CDS	529735	530688	SGL_RS04330	slr1755	glycerol-3-phosphate dehydrogenase (NAD(P)(+))	+
CDS	530717	531235	SGL_RS04335	sll1647	N-acetyltransferase	-
CDS	531446	532867	SGL_RS04340	slr1756	type I glutamate--ammonia ligase	+
CDS	533086	537474	SGL_RS04345	slr1759	sensor histidine kinase	+
CDS	537471	538418	SGL_RS04350	slr1760	diguanylate cyclase response regulator	+
CDS	538415	539020	SGL_RS04355	slr1761	peptidylprolyl isomerase	+
CDS	539288	539854	SGL_RS04360	sll1643	5-formyltetrahydrofolate cyclo-ligase	-
CDS	540062	540763	SGL_RS04365	slr1762	HAD family hydrolase	+
CDS	540863	542065	SGL_RS04370	slr1763	class I SAM-dependent methyltransferase	+
CDS	542105	542596	SGL_RS04375	sll1642	hypothetical protein	-
CDS	542803	543342	SGL_RS04380	slr1764	hypothetical protein	+
CDS	543468	544871	SGL_RS04385	sll1641	glutamate decarboxylase	-
CDS	545029	545253	SGL_RS04390	ssr2962	DUF433 domain-containing protein	+
CDS	545250	545588	SGL_RS04395	slr1767	hypothetical protein	+
CDS	545591	546556	SGL_RS04400	sll1640	nitrilase	-
CDS	546553	547365	SGL_RS04405	sll1639	urease accessory protein	-
CDS	547425	547874	SGL_RS04410	sll1638	photosystem II protein PsbQ	-
CDS	548236	549132	SGL_RS04415	slr1768	hypothetical protein	+
CDS	549129	549701	SGL_RS04420	sll1636	gamma carbonic anhydrase family protein	-
CDS	549994	550329	SGL_RS04425	slr1770	hypothetical protein	+
CDS	550563	552170	SGL_RS04430	slr1771	hypothetical protein	+
CDS	552220	552867	SGL_RS04435	sll1635	thymidylate synthase (FAD)	-
CDS	553065	553202	SGL_RS04440	sml0005	photosystem II reaction center protein K	-
CDS	553297	554019	SGL_RS04445	sll1752	1-acyl-sn-glycerol-3-phosphate acyltransferase	-
CDS	554289	554546	SGL_RS04450	ssr3122	BolA family transcriptional regulator	+
CDS	554727	555050	SGL_RS04455	slr1846	glutaredoxin	+
CDS	555262	555606	SGL_RS04460	slr1847	YbaB/EbfC family nucleoid-associated protein	+
CDS	555642	556946	SGL_RS04465	slr1848	histidinol dehydrogenase	+
CDS	557423	558979	SGL_RS04470	slr1849	mercuric reductase	+
CDS	559015	559350	SGL_RS04475	sll1751	hypothetical protein	-
CDS	559461	561170	SGL_RS04480	sll1750	urease subunit alpha	-
CDS	561188	561658	SGL_RS04485	sll1749	DUF29 domain-containing protein	-
CDS	561709	561963	SGL_RS04490	sll1749a	hypothetical protein	-
CDS	562557	563045	SGL_RS04495	slr1851	pentapeptide repeat-containing protein	+
CDS	563105	563290	SGL_RS04500	ssr3129	hypothetical protein	+
CDS	563448	565925	SGL_RS04505	sll1946	phospholipid carrier-dependent	-
CDS	566059	566805	SGL_RS04510	slr2032	DUF561 domain-containing protein	+
CDS	566983	568905	SGL_RS04515	sll1945	1-deoxy-D-xylulose-5-phosphate synthase	-
CDS	569141	569488	SGL_RS04520	slr2033	rubredoxin	+
CDS	569544	570572	SGL_RS04525	slr2034	photosynthesis system II assembly factor Ycf48	+
CDS	570658	570903	SGL_RS04530	ssr3451	cytochrome b559 subunit alpha	+
CDS	570940	571074	SGL_RS04535	smr0006	cytochrome b559 subunit beta	+
CDS	571084	571203	SGL_RS04540	smr0007	photosystem II reaction center protein L	+
CDS	571236	571355	SGL_RS04545	smr0008	photosystem II reaction center protein J	+
CDS	571440	572567	SGL_RS04550	slr2035	glutamate 5-kinase	+
CDS	573494	574510	SGL_RS04560	slr2036	IS4 family transposase	+
CDS	574562	575464	SGL_RS04565	slr2037	hypothetical protein	+
CDS	575477	576127	SGL_RS04570	slr2038	hypothetical protein	+
CDS	576139	576903	SGL_RS04575	sll1942	hypothetical protein	-
CDS	576934	579696	SGL_RS04580	sll1941	DNA topoisomerase 4 subunit A	-
CDS	579787	580194	SGL_RS04585	slr2041	response regulator	+
CDS	580228	581055	SGL_RS04590	slr2042	hypothetical protein	+
CDS	581052	581525	SGL_RS04595	sll1940	peptidase	-
CDS	581518	582162	SGL_RS04600	sll1939	hypothetical protein	-
CDS	582238	582477	SGL_RS04605	ssr3465	hypothetical protein	+
CDS	582481	583092	SGL_RS04610	sll1938	Uma2 family endonuclease	-
CDS	583157	583573	SGL_RS04615	sll1937	transcriptional repressor	-
CDS	583680	584696	SGL_RS04620	slr2043	ABC transporter substrate-binding protein	+
CDS	584674	585543	SGL_RS04625	slr2044	metal ABC transporter ATP-binding protein	+
CDS	585497	586342	SGL_RS04630	slr2045	metal ABC transporter permease	+
CDS	586858	587145	SGL_RS04635	ssr3467	hypothetical protein	+
CDS	587228	593125	SGL_RS04640	slr2046	cadherin	+
CDS	593257	594243	SGL_RS04645	slr2047	PhoH-like protein	+
CDS	594454	595650	SGL_RS04650	slr2048	hypothetical protein	+
CDS	595733	596311	SGL_RS04655	slr2049	Chromophore lyase CpcS/CpeS 2	+
CDS	596498	597247	SGL_RS04660	slr2051	phycobilisome rod-core linker polypeptide CpcG	+
CDS	597591	598487	SGL_RS04665	slr2052	hypothetical protein	+
CDS	598484	598930	SGL_RS04670	sll1934	hypothetical protein	-
CDS	599062	599913	SGL_RS04675	slr2053	hydrolase	+
CDS	599910	600833	SGL_RS04680	sll1933	molecular chaperone DnaJ	-
CDS	600942	603257	SGL_RS04685	sll1932	chaperone protein dnaK3	-
CDS	603443	604726	SGL_RS04690	sll1931	serine hydroxymethyltransferase	-
pseudoCDS	604963	605304	SGL_RS04695	SGL_RS04695	IS1 family transposase	-
pseudoCDS	605541	606388	SGL_RS18700	SGL_RS18700	IS630 family transposase	-
CDS	606465	608594	SGL_RS04705	sll1929	DUF4131 domain-containing protein	-
pseudoCDS	608707	609226	SGL_RS18705	SGL_RS18705	hypothetical protein	+
CDS	609469	610053	SGL_RS04710	slr1906	GNAT family N-acetyltransferase	+
CDS	609948	610487	SGL_RS04715	slr1907	hypothetical protein	+
CDS	611057	612832	SGL_RS04720	slr1908	hypothetical protein	+
CDS	613102	613743	SGL_RS04725	slr1909	DNA-binding response regulator	+
CDS	613801	614817	SGL_RS04730	slr1910	N-acetylmuramoyl-L-alanine amidase	+
CDS	614841	615269	SGL_RS04735	slr1911	hypothetical protein	+
CDS	615266	615703	SGL_RS04740	sll1837	DUF1036 domain-containing protein	-
CDS	615968	616324	SGL_RS04745	slr1912	STAS domain-containing protein	+
CDS	616456	616809	SGL_RS04750	slr1913	hypothetical protein	+
CDS	616822	617178	SGL_RS04755	slr1914	hypothetical protein	+
CDS	617390	618187	SGL_RS04760	sll1835	curli assembly protein CsgG	-
CDS	618311	618715	SGL_RS04765	sll1834	membrane protein	-
CDS	619215	619529	SGL_RS04770	slr1915	DUF1825 domain-containing protein	+
CDS	619618	620469	SGL_RS04775	slr1916	alpha/beta hydrolase	+
CDS	620560	621468	SGL_RS04780	slr1917	alpha/beta hydrolase	+
CDS	621561	622247	SGL_RS04785	slr1918	molecular chaperone DnaJ	+
CDS	622300	624123	SGL_RS04790	sll1833	penicillin-binding protein 2	-
CDS	624136	624594	SGL_RS04795	sll1832	hypothetical protein	-
CDS	624899	626281	SGL_RS04800	sll1831	(Fe-S)-binding protein	-
CDS	626349	627425	SGL_RS04805	sll1830	hypothetical protein	-
CDS	627572	629272	SGL_RS04810	slr1919	hypothetical protein	+
CDS	629398	630504	SGL_RS04815	slr1920	hypothetical protein	+
CDS	630555	631592	SGL_RS04820	sll0998	RuBisCO transcriptional regulator	-
CDS	631896	632093	SGL_RS04825	ssl1911	hypothetical protein	-
CDS	632213	633157	SGL_RS04830	slr1019	hypothetical protein	+
tRNA	633304	633384	SGL_RS04835	ST6803t07	tRNA-Leu	+
CDS	633789	634880	SGL_RS04840	sll0997	hypothetical protein	-
CDS	634892	636247	SGL_RS04845	sll0996	tRNA (N6-isopentenyl	-
CDS	636372	637523	SGL_RS04850	slr1020	NAD-dependent dehydratase	+
CDS	637666	637956	SGL_RS04855	ssr1698	DUF2470 domain-containing protein	+
CDS	637993	638688	SGL_RS04860	sll0995	hypothetical protein	-
CDS	638774	639583	SGL_RS04865	sll0994	DUF1449 domain-containing protein	-
CDS	639516	640613	SGL_RS04870	sll0993	potassium channel protein	-
CDS	640737	642026	SGL_RS04875	slr1022	aspartate aminotransferase family protein	+
CDS	642153	642467	SGL_RS04880	slr1023	cupin domain-containing protein	+
CDS	642474	643115	SGL_RS04885	slr1024	hypothetical protein	+
CDS	643144	643482	SGL_RS04890	slr1025	hypothetical protein	+
CDS	643549	644379	SGL_RS04895	sll0992	S-formylglutathione hydrolase	-
CDS	644388	645497	SGL_RS04900	sll0990	S-(hydroxymethyl)glutathione dehydrogenase	-
tRNA	645526	645598	SGL_RS04905	ST6803t08	tRNA-Arg	-
CDS	646129	658047	SGL_RS04910	slr1028	hypothetical protein	+
CDS	658262	659335	SGL_RS04915	slr1030	magnesium chelatase subunit ChlI	+
CDS	659370	660584	SGL_RS04920	slr1031	tyrosine--tRNA ligase	+
CDS	660772	661125	SGL_RS04925	slr1032	hypothetical protein	+
CDS	661122	662819	SGL_RS04930	slr1033	hypothetical protein	+
CDS	662952	663188	SGL_RS04935	ssr1720	hypothetical protein	+
CDS	663342	663731	SGL_RS04940	slr1034	thylakoid-associated single-stranded DNA-binding	+
CDS	663788	664315	SGL_RS04945	slr1035	hypothetical protein	+
pseudoCDS	664394	664775	SGL_RS04950	sll0986	IS1 family transposase	-
CDS	664903	667017	SGL_RS04955	sll0985	mechanosensitive ion channel family protein	-
CDS	666929	667375	SGL_RS04960	sll0984	glyoxalase/bleomycin resistance/dioxygenase	-
CDS	667447	667842	SGL_RS04965	slr1037	response regulator	+
CDS	667852	668481	SGL_RS04970	sll0983	hypothetical protein	-
CDS	668776	669162	SGL_RS04975	sll0982	hypothetical protein	-
CDS	669254	669751	SGL_RS04980	sll0981	hypothetical protein	-
CDS	669759	670949	SGL_RS04985	sll0980	ribonuclease HI	-
CDS	671006	671707	SGL_RS04990	slr1039	class I SAM-dependent methyltransferase	+
CDS	671912	672244	SGL_RS04995	slr1376	hypothetical protein	+
CDS	672291	672947	SGL_RS05000	slr1377	signal peptidase I-2	+
CDS	672899	673612	SGL_RS05005	slr1378	Uma2 family endonuclease	+
CDS	673889	675340	SGL_RS05010	slr1379	cytochrome ubiquinol oxidase subunit I	+
CDS	675344	676354	SGL_RS05015	slr1380	cytochrome d ubiquinol oxidase subunit II	+
CDS	676351	676986	SGL_RS05020	sll1300	tRNA (guanosine(46)-N7)-methyltransferase TrmB	-
CDS	677045	678286	SGL_RS05025	sll1299	acetate kinase	-
CDS	678283	679023	SGL_RS05030	sll1298	carboxymethylenebutenolidase	-
CDS	679295	679510	SGL_RS05035	ssr2315	hypothetical protein	+
CDS	679690	680178	SGL_RS05040	slr1383	PIN domain-containing protein	+
CDS	680096	680368	SGL_RS05045	ssr2317	hypothetical protein	+
CDS	680397	681572	SGL_RS05050	slr1384	hypothetical protein	+
CDS	681707	682675	SGL_RS05055	slr1385	hypothetical protein	+
CDS	682854	683117	SGL_RS05060	ssr2318	hypothetical protein	+
CDS	683140	684156	SGL_RS05065	sll1297	aromatic ring-hydroxylating dioxygenase subunit	-
CDS	684143	684439	SGL_RS05070	ssl2559	ferredoxin	-
CDS	684560	687334	SGL_RS05075	sll1296	hybrid sensor histidine kinase/response	-
CDS	687391	690252	SGL_RS05080	sll1294	methyl-accepting chemotaxis protein	-
CDS	690399	690866	SGL_RS05085	sll1293	hypothetical protein	-
CDS	690899	691264	SGL_RS05090	sll1292	response regulator	-
CDS	691371	692576	SGL_RS05095	sll1291	response regulator	-
CDS	693211	695211	SGL_RS05100	sll1290	ribonuclease	-
CDS	695290	695874	SGL_RS05105	sll1289	thioredoxin family protein	-
CDS	695975	697972	SGL_RS05110	slr1390	ATP-dependent zinc metalloprotease FtsH 1	+
CDS	697988	698458	SGL_RS05115	slr1391	hypothetical protein	+
CDS	698723	698962	SGL_RS05120	ssr2333	iron ABC transporter	+
CDS	698970	700814	SGL_RS05125	slr1392	ferrous iron transporter B	+
CDS	701138	701350	SGL_RS05130	ssl2542	high light inducible protein	-
CDS	701343	704267	SGL_RS05135	slr1393	sensor histidine kinase	+
CDS	704390	704845	SGL_RS05140	slr1394	membrane protein	+
CDS	704870	705064	SGL_RS05145	SGL_RS05145	hypothetical protein	+
CDS	705307	706017	SGL_RS05150	sll1286	TetR/AcrR family transcriptional regulator	-
CDS	706055	707131	SGL_RS05155	slr1395	hypothetical protein	+
CDS	707437	708054	SGL_RS05160	slr1396	hypothetical protein	+
CDS	708189	708812	SGL_RS05165	slr1397	hypothetical protein	+
CDS	709045	709797	SGL_RS05170	slr1398	hypothetical protein	+
CDS	710036	710977	SGL_RS05175	sll1285	FO synthase subunit 1	-
CDS	710981	711595	SGL_RS05180	sll1284	serine esterase	-
